Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
11/09/2022,01/01/2020,11/05/2022,IN,DeKalb County,5,18,33,18033,Distribution of all-cause deaths (%),1144,113,0.985,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,DeKalb County,5,18,33,18033,Distribution of COVID-19 deaths (%),1144,113,1,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,DeKalb County,5,18,33,18033,Distribution of population (%),1144,113,0.946,0.005,0.002,0.005,0.001,0.03,0.011,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Delaware County,4,18,35,18035,Distribution of all-cause deaths (%),4929,627,0.941,0.05,,,,0.005,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Delaware County,4,18,35,18035,Distribution of COVID-19 deaths (%),4929,627,0.939,0.053,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Delaware County,4,18,35,18035,Distribution of population (%),4929,627,0.864,0.071,0.002,0.013,0.001,0.026,0.023,Small metro,
11/09/2022,01/01/2020,11/05/2022,IN,Dubois County,5,18,37,18037,Distribution of all-cause deaths (%),1610,180,0.984,,,,,0.011,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Dubois County,5,18,37,18037,Distribution of COVID-19 deaths (%),1610,180,0.961,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Dubois County,5,18,37,18037,Distribution of population (%),1610,180,0.891,0.008,0.001,0.006,0,0.087,0.006,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Elkhart County,4,18,39,18039,Distribution of all-cause deaths (%),5850,760,0.904,0.048,,0.005,,0.038,0.003,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Elkhart County,4,18,39,18039,Distribution of COVID-19 deaths (%),5850,760,0.871,0.05,,,,0.064,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Elkhart County,4,18,39,18039,Distribution of population (%),5850,760,0.737,0.056,0.002,0.012,0,0.171,0.022,Small metro,
11/09/2022,01/01/2020,11/05/2022,IN,Floyd County,2,18,43,18043,Distribution of all-cause deaths (%),3659,516,0.946,0.043,,,,0.007,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Floyd County,2,18,43,18043,Distribution of COVID-19 deaths (%),3659,516,0.917,0.06,,,,0.019,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Floyd County,2,18,43,18043,Distribution of population (%),3659,516,0.871,0.055,0.002,0.012,0,0.037,0.023,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,IN,Grant County,5,18,53,18053,Distribution of all-cause deaths (%),2467,299,0.92,0.062,,,,0.014,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Grant County,5,18,53,18053,Distribution of COVID-19 deaths (%),2467,299,0.93,0.06,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Grant County,5,18,53,18053,Distribution of population (%),2467,299,0.844,0.072,0.003,0.009,0,0.047,0.025,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Hamilton County,2,18,57,18057,Distribution of all-cause deaths (%),6594,665,0.911,0.052,,0.022,,0.012,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Hamilton County,2,18,57,18057,Distribution of COVID-19 deaths (%),6594,665,0.889,0.071,,0.02,,0.02,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Hamilton County,2,18,57,18057,Distribution of population (%),6594,665,0.821,0.045,0.001,0.067,0,0.044,0.021,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,IN,Hancock County,2,18,59,18059,Distribution of all-cause deaths (%),2029,246,0.956,0.028,,,,0.011,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Hancock County,2,18,59,18059,Distribution of COVID-19 deaths (%),2029,246,0.972,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Hancock County,2,18,59,18059,Distribution of population (%),2029,246,0.911,0.033,0.002,0.009,0,0.028,0.016,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,IN,Hendricks County,2,18,63,18063,Distribution of all-cause deaths (%),4896,708,0.929,0.049,,0.009,,0.012,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Hendricks County,2,18,63,18063,Distribution of COVID-19 deaths (%),4896,708,0.907,0.068,,,,0.016,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Hendricks County,2,18,63,18063,Distribution of population (%),4896,708,0.82,0.081,0.002,0.031,0,0.045,0.02,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,IN,Henry County,5,18,65,18065,Distribution of all-cause deaths (%),1458,122,0.982,0.012,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Henry County,5,18,65,18065,Distribution of COVID-19 deaths (%),1458,122,0.975,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Henry County,5,18,65,18065,Distribution of population (%),1458,122,0.932,0.027,0.002,0.005,0,0.021,0.013,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Howard County,4,18,67,18067,Distribution of all-cause deaths (%),3549,485,0.931,0.054,,,,0.009,0.003,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Howard County,4,18,67,18067,Distribution of COVID-19 deaths (%),3549,485,0.942,0.043,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Howard County,4,18,67,18067,Distribution of population (%),3549,485,0.84,0.079,0.003,0.014,0,0.037,0.027,Small metro,
11/09/2022,01/01/2020,11/05/2022,IN,Jackson County,5,18,71,18071,Distribution of all-cause deaths (%),1424,148,0.985,0.007,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Jackson County,5,18,71,18071,Distribution of COVID-19 deaths (%),1424,148,1,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Jackson County,5,18,71,18071,Distribution of population (%),1424,148,0.865,0.013,0.002,0.026,0.001,0.081,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Jefferson County,5,18,77,18077,Distribution of all-cause deaths (%),1138,200,0.983,0.011,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Jefferson County,5,18,77,18077,Distribution of COVID-19 deaths (%),1138,200,0.99,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Jefferson County,5,18,77,18077,Distribution of population (%),1138,200,0.923,0.02,0.003,0.008,0.001,0.031,0.014,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Johnson County,2,18,81,18081,Distribution of all-cause deaths (%),3575,333,0.963,0.016,,0.01,,0.008,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Johnson County,2,18,81,18081,Distribution of COVID-19 deaths (%),3575,333,0.964,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Johnson County,2,18,81,18081,Distribution of population (%),3575,333,0.871,0.026,0.002,0.044,0.001,0.038,0.018,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,IN,Knox County,5,18,83,18083,Distribution of all-cause deaths (%),1622,237,0.983,,,,,0.009,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Knox County,5,18,83,18083,Distribution of COVID-19 deaths (%),1622,237,0.979,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Knox County,5,18,83,18083,Distribution of population (%),1622,237,0.919,0.029,0.002,0.009,0,0.026,0.014,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Kosciusko County,5,18,85,18085,Distribution of all-cause deaths (%),1864,128,0.97,,,,,0.021,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Kosciusko County,5,18,85,18085,Distribution of COVID-19 deaths (%),1864,128,0.945,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Kosciusko County,5,18,85,18085,Distribution of population (%),1864,128,0.874,0.01,0.002,0.017,0,0.083,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Lake County,2,18,89,18089,Distribution of all-cause deaths (%),19233,2347,0.629,0.274,0.001,0.005,,0.09,0.001,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Lake County,2,18,89,18089,Distribution of COVID-19 deaths (%),19233,2347,0.592,0.276,,,,0.126,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Lake County,2,18,89,18089,Distribution of population (%),19233,2347,0.533,0.233,0.002,0.016,0,0.2,0.016,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,IN,LaPorte County,4,18,91,18091,Distribution of all-cause deaths (%),3820,380,0.881,0.092,,0.003,,0.021,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,LaPorte County,4,18,91,18091,Distribution of COVID-19 deaths (%),3820,380,0.866,0.1,,,,0.026,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,LaPorte County,4,18,91,18091,Distribution of population (%),3820,380,0.783,0.114,0.003,0.006,0,0.071,0.023,Small metro,
11/09/2022,01/01/2020,11/05/2022,IN,Lawrence County,5,18,93,18093,Distribution of all-cause deaths (%),1450,151,0.988,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Lawrence County,5,18,93,18093,Distribution of COVID-19 deaths (%),1450,151,0.993,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Lawrence County,5,18,93,18093,Distribution of population (%),1450,151,0.955,0.005,0.004,0.006,0,0.018,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Madison County,2,18,95,18095,Distribution of all-cause deaths (%),4612,593,0.918,0.07,,,,0.008,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Madison County,2,18,95,18095,Distribution of COVID-19 deaths (%),4612,593,0.911,0.066,,,,0.022,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Madison County,2,18,95,18095,Distribution of population (%),4612,593,0.844,0.083,0.002,0.006,0,0.045,0.019,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,IN,Marion County,1,18,97,18097,Distribution of all-cause deaths (%),35539,4265,0.728,0.226,0.001,0.011,0.001,0.03,0.003,Large central metro,
11/09/2022,01/01/2020,11/05/2022,IN,Marion County,1,18,97,18097,Distribution of COVID-19 deaths (%),35539,4265,0.704,0.224,,0.011,,0.055,,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Marion County,1,18,97,18097,Distribution of population (%),35539,4265,0.533,0.287,0.002,0.04,0,0.11,0.028,Large central metro,
11/09/2022,01/01/2020,11/05/2022,IN,Marshall County,5,18,99,18099,Distribution of all-cause deaths (%),1281,153,0.972,,,,,0.017,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Marshall County,5,18,99,18099,Distribution of COVID-19 deaths (%),1281,153,0.954,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Marshall County,5,18,99,18099,Distribution of population (%),1281,153,0.867,0.006,0.002,0.006,0,0.106,0.013,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,IN,Monroe County,4,18,105,18105,Distribution of all-cause deaths (%),4147,496,0.963,0.018,,0.007,,0.007,0.004,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Monroe County,4,18,105,18105,Distribution of COVID-19 deaths (%),4147,496,0.968,,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,IN,Monroe County,4,18,105,18105,Distribution of population (%),4147,496,0.83,0.036,0.002,0.069,0.001,0.037,0.025,Small metro,
11/09/2022,01/01/2020,11/05/2022,IN,Morgan County,2,18,109,18109,Distribution of all-cause deaths (%),1840,164,0.986,0.007,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
